code,points,name,group,subgroup
86007C,7500,水晶體囊外（內）摘除術 Extracapsular (intracapsular) lens extraction (ECLE) (ICLE) 註： 1.包括虹膜切開術(including iridotomy)。 2.申報費用應檢附術前檢查結果、病歷影本、手術摘要。,第七節,角膜內皮移植
86008C,9000,水晶體囊內（外）摘除術及人工水晶體置入術 Intracapsular (extracapsular) lens extraction under microscope + IOL insertion 註： 1.包括虹膜切開術(including iridotomy)。 2.申報費用應檢附術前檢查結果、病歷影本、手術摘要。 3. Phacoemulcification + PCIOL比照申報。,第七節,角膜內皮移植
86009C,7055,囊外水晶體超音波乳化術 Phacoemulsification,第七節,角膜內皮移植
86010B,7960,坦部水晶體切除術 Pars plana lensectomy (ocutome),第七節,角膜內皮移植
86011C,1960,－第一次植入 primary,第七節,角膜內皮移植
86012C,5000,－第二次植入secondary,第七節,角膜內皮移植
86013C,5000,－調整術reposition,第七節,角膜內皮移植
86201C,1485,玻璃體內注射 Intravitreous injection 註：不得同時申報86216C。,第七節,角膜內皮移植
86203C,3446,前玻璃體切除術 Anterior vitrectomy (vitrector),第七節,角膜內皮移植
86204B,4446,眼前段再造術 Anterior segment reconstruction (vitrector),第七節,角膜內皮移植
86205B,3269,"瞳孔遮斷前玻璃體切開術 Discission, anterior hyaloid for pupillary block",第七節,角膜內皮移植
86206C,9266,－ 簡單 simple 註：屬西醫基層總額部門院所，除山地離島地區外，限由專任醫 師開立處方及執行始可申報。,第七節,眼坦部玻璃體切除術
86207B,14780,－ 複雜 complicated,第七節,眼坦部玻璃體切除術
86208C,12330,晶體切除術合併玻璃體切除術 Lensectomy & vitrectomy (vitrector),第七節,眼坦部玻璃體切除術
86209C,17550,移位晶體摘除合併玻璃體切除術 Removal of dislocated lens combined vitrectomy(vitrector) 註：屬西醫基層總額部門院所，除山地離島地區外，限由專任醫 師開立處方及執行始可申報。,第七節,眼坦部玻璃體切除術
86210B,1705,玻璃體吸引術 Aspiration of vitreous,第七節,眼坦部玻璃體切除術
86211B,5340,玻璃體移植術（包括鞏膜切開） Transplantation vitreous including sclerotomy,第七節,眼坦部玻璃體切除術
86212B,9750,原發性玻璃體切除術 Primary vitrectomy for pathologic vitreous,第七節,眼坦部玻璃體切除術
86213B,6688,玻璃體內異物除去術 Remove intraocular F.B.,第七節,眼坦部玻璃體切除術
86214C,2969,矽油排除術 Removal of silicon oil,第七節,眼坦部玻璃體切除術
86215C,2259,液氣體交換術 Fluid gas exchange,第七節,眼坦部玻璃體切除術
86216C,1507,玻璃體內注射眼科新生血管抑制劑 Intravitreal injection of an anti-VEGF agent 註： 1.適應症：限施打新生血管抑制劑。 2.不得同時申報86201C。 3.含一般材料費，得另加計百分之五。,第七節,眼坦部玻璃體切除術
86401B,6420,磁鐵吸除眼內磁性異物（表面） Removal of intraocular foreign body with magnet(surface),第七節,眼坦部玻璃體切除術
86402C,6260,網膜透熱或冷凍法再附著術 Reattachment retina with diathermy or cryopexy 註：屬西醫基層總額部門院所，除山地離島地區外，限由專任醫 師開立處方及執行始可申報。,第七節,眼坦部玻璃體切除術
86403B,9276,網膜再附著術及排液術 Drainage with reattachment of retina,第七節,眼坦部玻璃體切除術
86404B,4266,視網膜變性或裂孔，冷凍治療法 Cryotherapy for retinal degeneration or break,第七節,眼坦部玻璃體切除術
86405B,6670,磁鐵吸除眼內磁性異物（植床） Removal of intraocular foreign body with magnet (embeded),第七節,眼坦部玻璃體切除術
86406B,3000,網膜剝離之表面鞏膜切除術 Lamellar sclera resection,第七節,眼坦部玻璃體切除術
86407C,3591,－ 簡單 Simple 註：屬西醫基層總額部門院所，除山地離島地區外，限由專任醫 師開立處方及執行始可申報。,第七節,眼坦部玻璃體切除術
86408B,9130,－ 複雜 Complicated,第七節,眼坦部玻璃體切除術
86409B,11062,－ 簡單 Simple 註： 1.一般材料費、20Ga玻璃體切除術主體包及相關特殊材料費，得 另加計百分之一百七十九。 2.不得同時申報項目：86206C、86407C。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,眼坦部玻璃體切除術
86410B,19345,－ 複雜 Complicated 註： 1.一般材料費、20Ga玻璃體切除術主體包及相關特殊材料費，得 另加計百分之一百七十五。 2.不得同時申報項目：86207B、86408B。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,眼坦部玻璃體切除術
86411B,20550,複雜眼坦部玻璃體切除術合併鞏膜切除併植入或扣壓 Complication Pars plana vitrectomy (vitrector) with Reattachment retina with diathermy or cryopex 註： 1.一般材料費、20Ga玻璃體切除術主體包及相關特殊材料費，得 另加計百分之一百六十八。 2.不得同時申報項目：86207B、86402C、85608B。,第七節,眼坦部玻璃體切除術
86412B,18475,微創玻璃體黃斑部手術 Microincision vitreomacular surgery 註： 1.一般材料費、23Ga（含）以上玻璃體切除術主體包及相關特殊 材料費，得另加計百分之一百五十四。 2.不得同時申報項目：86207B。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,眼坦部玻璃體切除術
86413B,24181,微創複雜性玻璃體切除合併鞏膜扣環手術 Microincision vitreoretinal surgery combined with scleral buckle 註： 1.一般材料費、23Ga（含）以上玻璃體切除術主體包及相關特殊 材料費，得另加計百分之一百九十四。 2.不得同時申報項目：86207B、86402C、85608B、86411B。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,眼坦部玻璃體切除術
86414B,12800,－ 簡單 Simple 註： 1.一般材料費、23Ga（含）以上玻璃體切除術主體包及相關特殊 材料費，得另加計百分之二百三十五。 2.不得同時申報項目：86206C、86407C、86409B。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,微創玻璃體切除術
86415B,24181,－ 複雜 Complicated 註： 1.一般材料費、23Ga（含）以上玻璃體切除術主體包及相關特殊 材料費，得另加計百分之一百八十九。 2.不得同時申報項目：86207B、86408B、86410B。 3.上開特殊材料為單一使用之拋棄式特殊材料。,第七節,微創玻璃體切除術
86601C,4134,－ 一條,第七節,微創玻璃體切除術
86602C,5438,－ 二條,第七節,微創玻璃體切除術
86603C,1562,－ 超過二條，每增一條,第七節,微創玻璃體切除術
86604C,5869,眼肌移植術 Transplant extraocular muscle 註：單眼。,第七節,微創玻璃體切除術
86605C,3294,眼肌腱縫合術 Suture or tucking of extraocular muscle tendon 註：單眼。,第七節,微創玻璃體切除術
86801B,6431,眼窩剖開探查術 Orbitotomy with exploration,第七節,微創玻璃體切除術
86802B,8890,－ 併膿瘍引流 with drainage of intraorbital abscess,第七節,微創玻璃體切除術
86803B,11744,－ 併異物或良性腫瘤切除 with removal of intraorbital foreign body or benign tumor,第七節,微創玻璃體切除術
86804B,9907,－ 經前方途徑 anterior approach,第七節,微創玻璃體切除術
86805B,13109,－ 經側方途徑 lateral approach,第七節,微創玻璃體切除術
86806B,15497,－ 經顱腔途徑 cranial approach,第七節,微創玻璃體切除術
86807B,9892,眼窩成形術 Reconstruction of orbital socket,第七節,微創玻璃體切除術
86808B,11624,眼窩內容剜除術 Exenteration of orbit,第七節,微創玻璃體切除術
86809B,16352,眼窩減壓術 Orbital decompression,第七節,微創玻璃體切除術
86810B,8163,眼窩底修補術 Repair of orbital floor,第七節,微創玻璃體切除術
86811B,11149,"眼窩病變切除併骨移植 Excision of orbital lesion, with bone graft",第七節,微創玻璃體切除術
87001C,1651,"眼瞼良性腫瘤切除術 Excision of lid tumor, benign",第七節,微創玻璃體切除術
87002C,5244,"眼瞼惡性腫瘤切除術 Excision of lid tumor, malignant",第七節,微創玻璃體切除術
87003C,6989,眼瞼瘤切除術合併眼瞼成形術 Excision of lid tumor with lid reconstruction,第七節,微創玻璃體切除術
87004C,5449,眼瞼下垂前額懸吊術 Frontalis sling for ptosis 註：美容手術不予給付。,第七節,微創玻璃體切除術
87005C,7760,眼瞼下垂擴筋膜懸吊術 Fascia lata sling 註：美容手術不予給付。,第七節,微創玻璃體切除術
87006C,5598,眼瞼外翻或內翻植皮術 Skin graft for ectropion or entropion 註：含外翻或內翻矯正手術 (corrective operation for ectropion or entropion)。,第七節,微創玻璃體切除術
87007C,3826,眼瞼乙狀成形術 Z-plasty,第七節,微創玻璃體切除術
87008C,4070,眼瞼外翻矯正手術 Corrective operation for ectropion 註：限由合併症引起患者申報，並包括植皮在內。,第七節,微創玻璃體切除術
87009C,4113,眼瞼內翻矯正手術 Correction of entropion 註：限由合併症引起患者申報，並包括植皮在內。,第七節,微創玻璃體切除術
87010C,3324,"簡單眼瞼內翻手術 Operation for entropion, simple 註：包含眼皮鬆弛(Dermatochalasis)及倒睫毛(Trichiasis)手術。眼 皮鬆弛手術需個案眼皮鬆弛已遮到角膜三分之一以上及影響 視力始可施行，且需存放術前術後照片於病歷內供備查；倒 睫毛手術需個案倒插睫毛已造成角膜表皮損傷始可施行。",第七節,微創玻璃體切除術
87011C,3367,眼瞼裂傷之修補 Repair lacerated eyelid,第七節,微創玻璃體切除術
87012C,2068,眼緣縫合 Tarsorrhaphy for intermargin lid adhesion,第七節,微創玻璃體切除術
87013C,3083,眥成形術 Canthoplasty,第七節,微創玻璃體切除術
87014C,3253,眼瞼縫合術 Blepharorrhaphy 註：限眼瞼緣切除 (Excision of eye lid margin)患者申報。,第七節,微創玻璃體切除術
87015B,1709,－ 良性 benign,第七節,微創玻璃體切除術
87016B,2365,－ 惡性 malignancy,第七節,微創玻璃體切除術
87017C,5820,鍉上眼瞼肌切除術 Levator muscle resection 註：先天性 (congenital) 不予給付。,第七節,微創玻璃體切除術
87018C,4217,眼瞼成形術 Blepharoplasty for double lid fold 註： 1.限外傷(Traumatic)或因病切除患者申報。 2.包括單、雙側。,第七節,微創玻璃體切除術
87019C,929,眥部切開術 Canthotomy,第七節,微創玻璃體切除術
87020C,1360,眼瞼皮縫合術 （外眼部） Suture of eyelid,第七節,微創玻璃體切除術
87021C,4057,Wheeler 氏手術 Wheeler's operation,第七節,微創玻璃體切除術
87022C,2099,瞼板腺除術 Excision of tarsal plate,第七節,微創玻璃體切除術
87023C,3439,眼瞼眼球黏連分離術 Relief of symblepharon,第七節,微創玻璃體切除術
87024B,7060,眼球黏連分離併用粘膜移植 Relief of symblepharon with conjunctiva or mucosa graft,第七節,微創玻璃體切除術
87025C,963,霰粒腫手術 Incision & curettage for chalazion,第七節,微創玻璃體切除術
87026C,3397,眼瞼粘連分離術 Relief of ankyloblepharon,第七節,微創玻璃體切除術
87027B,8200,原發性眼瞼痙攣症之眼肌切除術 Eyelid protractor myectomy of essential blepharospasm 註：適應症為原發性眼瞼痙攣症。,第七節,微創玻璃體切除術
87028B,6626,眼瞼板之硬顎移植術 Hard palate graft 註： 適應症 1.嚴重上、下眼瞼切損之重建。 2.嚴重眼瞼攣縮角膜暴露之治療。,第七節,微創玻璃體切除術
87029B,7970,HUGHES 皮瓣 Hughes flap 註： 適應症 1.嚴重下眼瞼切損(下眼瞼切損大於百分之五十)之重建。 2.下眼瞼惡性腫瘤切除。,第七節,微創玻璃體切除術
87030B,5820,苗勒氏肌切除及提瞼肌放鬆 Mullerectomy 註：限葛瑞夫氏眼病變患者申報。,第七節,微創玻璃體切除術
87031C,6984,下眼瞼攣縮併角膜暴露矯正術 Correction of lower lid retraction corneal exposure 註： 1.適應症為甲狀腺疾病。 2.屬西醫基層總額部門院所，除山地離島地區外，限由專任醫師 開立處方及執行始可申報。,第七節,微創玻璃體切除術
87202C,1011,結膜縫合 Suture of conjunctiva一次,第七節,微創玻璃體切除術
87203C,1086,結膜切片 Biopsy of conjunctiva,第七節,微創玻璃體切除術
87204C,1315,－ 小於三mm less than 3mm,第七節,微創玻璃體切除術
87205C,1748,－ 大於三mm large than 3mm,第七節,微創玻璃體切除術
87206C,4503,"結膜病灶切除惡性，併粘膜移植 Excision lesion of conjunctiva, malignant with mucous membrane graft",第七節,微創玻璃體切除術
87207B,4120,－ 有移植 with graft,第七節,微創玻璃體切除術
87208B,2705,－ 無移植 without graft,第七節,微創玻璃體切除術
87209C,1882,結膜瓣形成術 Conjunctival flap peritectomy,第七節,微創玻璃體切除術
87210C,1072,"結膜良性腫瘤冷凍術 Cryotherapy of conjunctival tumor, benign",第七節,微創玻璃體切除術
87211B,1633,"結膜惡性腫瘤冷凍術 Cryotherapy of conjunctival tumor, malignancy",第七節,微創玻璃體切除術
87212C,2269,－ 初發 primary,第七節,微創玻璃體切除術
87213C,3250,－ 復發 complicated or recurrent,第七節,微創玻璃體切除術
87214B,2077,結膜囊部份成形術 Partial conjunctival sac reformation 註：包括粘膜或皮膚移植術在內(including mucous membrane or skin graft)。,第七節,微創玻璃體切除術
87215B,4175,結膜囊全部成形術 Total conjunctival sac reformation 註：包括粘膜或皮膚移植術在內(including mucous membrane or skin graft)。,第七節,微創玻璃體切除術
